No,Nama KKKS,Tahun,Bulan,Jenis Interaksi,Detail Aktivitas,Keterangan,Skor,Label
805,Zaratex N.V.,2025,November,Rapat,Technical Review Meeting,"Pemaparan cukup, ada tindak lanjut tambahan",2,Harmonis
806,Conrad Asia Energy,2025,Desember,Komunikasi,Email Klarifikasi Teknis,Respon sangat cepat (< 24 jam),3,Harmonis
807,Conrad Asia Energy,2025,Desember,Komunikasi,Surat Korespondensi Resmi,Administrasi rapi & tindak lanjut cepat,3,Harmonis
808,Conrad Asia Energy,2025,Desember,Laporan,Laporan Produksi Harian (Daily),Submit via portal tepat waktu & data sinkron,3,Harmonis
809,Conrad Asia Energy,2025,Desember,Laporan,FQR (Financial Quarterly Report),Laporan diterima dengan catatan kecil,2,Harmonis
810,Conrad Asia Energy,2025,Desember,Partisipasi,Kegiatan CSR Bersama,Koordinasi program pemberdayaan masyarakat sangat baik,3,Harmonis
811,Conrad Asia Energy,2025,Desember,Rapat,MCM (Monthly Coordination Meeting),"Dihadiri GM/Manager, proaktif dalam diskusi",3,Harmonis
812,Conrad Asia Energy,2025,Desember,Rapat,Technical Review Meeting,Pemaparan data teknis sangat akurat & solutif,3,Harmonis
813,PT Medco E&P Malaka,2025,Desember,Komunikasi,Email Klarifikasi Teknis,Respon sangat cepat (< 24 jam),3,Harmonis
814,PT Medco E&P Malaka,2025,Desember,Komunikasi,Surat Korespondensi Resmi,Administrasi rapi & tindak lanjut cepat,3,Harmonis
815,PT Medco E&P Malaka,2025,Desember,Laporan,Laporan Produksi Harian (Daily),Submit via portal tepat waktu & data sinkron,3,Harmonis
816,PT Medco E&P Malaka,2025,Desember,Laporan,FQR (Financial Quarterly Report),Laporan diterima dengan catatan kecil,2,Harmonis
817,PT Medco E&P Malaka,2025,Desember,Partisipasi,Kegiatan CSR Bersama,Koordinasi program pemberdayaan masyarakat sangat baik,3,Harmonis
818,PT Medco E&P Malaka,2025,Desember,Rapat,MCM (Monthly Coordination Meeting),"Dihadiri GM/Manager, proaktif dalam diskusi",3,Harmonis
819,PT Medco E&P Malaka,2025,Desember,Rapat,Technical Review Meeting,Pemaparan data teknis sangat akurat & solutif,3,Harmonis
820,PT Pema Global Energi,2025,Desember,Komunikasi,Email Klarifikasi Teknis,Dibalas dalam 2-3 hari kerja,2,Harmonis
821,PT Pema Global Energi,2025,Desember,Komunikasi,Surat Korespondensi Resmi,Tanggapan diterima sesuai durasi standar,2,Harmonis
822,PT Pema Global Energi,2025,Desember,Laporan,Laporan Produksi Harian (Daily),Submit via portal tepat waktu & data sinkron,3,Harmonis
823,PT Pema Global Energi,2025,Desember,Laporan,FQR (Financial Quarterly Report),Laporan diterima dengan catatan kecil,2,Harmonis
824,PT Pema Global Energi,2025,Desember,Partisipasi,Forum Kapasitas Nasional,Menjadi narasumber utama & membawa vendor lokal,3,Harmonis
825,PT Pema Global Energi,2025,Desember,Rapat,MCM (Monthly Coordination Meeting),"Dihadiri GM/Manager, proaktif dalam diskusi",3,Harmonis
826,PT Pema Global Energi,2025,Desember,Rapat,Technical Review Meeting,Pemaparan data teknis sangat akurat & solutif,3,Harmonis
827,Triangle Pase,2025,Desember,Komunikasi,Email Klarifikasi Teknis,Tidak ada balasan setelah 3 hari kerja,1,Kurang Harmonis
828,Triangle Pase,2025,Desember,Komunikasi,Surat Korespondensi Resmi,Sering membutuhkan follow-up berkali-kali,1,Kurang Harmonis
829,Triangle Pase,2025,Desember,Laporan,Laporan Produksi Harian (Daily),Keterlambatan submit > 24 jam,1,Kurang Harmonis
830,Triangle Pase,2025,Desember,Laporan,FQR (Financial Quarterly Report),Laporan diterima dengan catatan kecil,2,Harmonis
831,Triangle Pase,2025,Desember,Partisipasi,Workshop Teknis Migas,Proaktif berbagi studi kasus pengeboran,3,Harmonis
832,Triangle Pase,2025,Desember,Rapat,MCM (Monthly Coordination Meeting),Tidak hadir tanpa konfirmasi/berhalangan,1,Kurang Harmonis
833,Triangle Pase,2025,Desember,Rapat,Technical Review Meeting,Data teknis tidak siap saat pemaparan,1,Kurang Harmonis
834,Zaratex N.V.,2025,Desember,Komunikasi,Email Klarifikasi Teknis,Dibalas dalam 2-3 hari kerja,2,Harmonis
835,Zaratex N.V.,2025,Desember,Komunikasi,Surat Korespondensi Resmi,Tanggapan diterima sesuai durasi standar,2,Harmonis
836,Zaratex N.V.,2025,Desember,Laporan,Laporan Produksi Harian (Daily),"Submit tepat waktu, ada revisi minor",2,Harmonis
837,Zaratex N.V.,2025,Desember,Laporan,FQR (Financial Quarterly Report),"Lampiran tidak lengkap, butuh revisi besar",1,Kurang Harmonis
838,Zaratex N.V.,2025,Desember,Partisipasi,Forum Kapasitas Nasional,Menjadi narasumber utama & membawa vendor lokal,3,Harmonis
839,Zaratex N.V.,2025,Desember,Rapat,MCM (Monthly Coordination Meeting),Tidak hadir tanpa konfirmasi/berhalangan,1,Kurang Harmonis
840,Zaratex N.V.,2025,Desember,Rapat,Technical Review Meeting,"Pemaparan cukup, ada tindak lanjut tambahan",2,Harmonis
841,Conrad Asia Energy,2026,Januari,Komunikasi,Email Klarifikasi Teknis,Respon sangat cepat (< 24 jam),3,Harmonis
842,Conrad Asia Energy,2026,Januari,Komunikasi,Surat Korespondensi Resmi,Tanggapan diterima sesuai durasi standar,2,Harmonis
843,Conrad Asia Energy,2026,Januari,Laporan,Laporan Produksi Harian (Daily),"Submit tepat waktu, ada revisi minor",2,Harmonis
844,Conrad Asia Energy,2026,Januari,Laporan,FQR (Financial Quarterly Report),"Dokumen lengkap, lampiran sesuai regulasi",3,Harmonis
845,Conrad Asia Energy,2026,Januari,Partisipasi,Kegiatan CSR Bersama,Koordinasi program pemberdayaan masyarakat sangat baik,3,Harmonis
846,Conrad Asia Energy,2026,Januari,Rapat,MCM (Monthly Coordination Meeting),"Dihadiri GM/Manager, proaktif dalam diskusi",3,Harmonis
847,Conrad Asia Energy,2026,Januari,Rapat,Technical Review Meeting,Pemaparan data teknis sangat akurat & solutif,3,Harmonis
848,PT Medco E&P Malaka,2026,Januari,Komunikasi,Email Klarifikasi Teknis,Respon sangat cepat (< 24 jam),3,Harmonis
849,PT Medco E&P Malaka,2026,Januari,Komunikasi,Surat Korespondensi Resmi,Administrasi rapi & tindak lanjut cepat,3,Harmonis
850,PT Medco E&P Malaka,2026,Januari,Laporan,Laporan Produksi Harian (Daily),Keterlambatan submit > 24 jam,1,Kurang Harmonis
851,PT Medco E&P Malaka,2026,Januari,Laporan,FQR (Financial Quarterly Report),"Dokumen lengkap, lampiran sesuai regulasi",3,Harmonis
852,PT Medco E&P Malaka,2026,Januari,Partisipasi,Program Pengembangan SDM,Mengadakan sertifikasi gratis untuk teknisi lokal,3,Harmonis
853,PT Medco E&P Malaka,2026,Januari,Rapat,MCM (Monthly Coordination Meeting),"Hadir diwakili staf teknis, cukup kooperatif",2,Harmonis
854,PT Medco E&P Malaka,2026,Januari,Rapat,Technical Review Meeting,"Pemaparan cukup, ada tindak lanjut tambahan",2,Harmonis
855,PT Pema Global Energi,2026,Januari,Komunikasi,Email Klarifikasi Teknis,Dibalas dalam 2-3 hari kerja,2,Harmonis
856,PT Pema Global Energi,2026,Januari,Komunikasi,Surat Korespondensi Resmi,Tanggapan diterima sesuai durasi standar,2,Harmonis
857,PT Pema Global Energi,2026,Januari,Laporan,Laporan Produksi Harian (Daily),Keterlambatan submit > 24 jam,1,Kurang Harmonis
858,PT Pema Global Energi,2026,Januari,Laporan,FQR (Financial Quarterly Report),Laporan diterima dengan catatan kecil,2,Harmonis
859,PT Pema Global Energi,2026,Januari,Partisipasi,Program Magang Lokal,Penyerapan tenaga kerja magang dari univ lokal,3,Harmonis
860,PT Pema Global Energi,2026,Januari,Rapat,MCM (Monthly Coordination Meeting),Tidak hadir tanpa konfirmasi/berhalangan,1,Kurang Harmonis
861,PT Pema Global Energi,2026,Januari,Rapat,Technical Review Meeting,"Pemaparan cukup, ada tindak lanjut tambahan",2,Harmonis
862,Triangle Pase,2026,Januari,Komunikasi,Email Klarifikasi Teknis,Tidak ada balasan setelah 3 hari kerja,1,Kurang Harmonis
863,Triangle Pase,2026,Januari,Komunikasi,Surat Korespondensi Resmi,Sering membutuhkan follow-up berkali-kali,1,Kurang Harmonis
864,Triangle Pase,2026,Januari,Laporan,Laporan Produksi Harian (Daily),Keterlambatan submit > 24 jam,1,Kurang Harmonis
865,Triangle Pase,2026,Januari,Laporan,FQR (Financial Quarterly Report),"Lampiran tidak lengkap, butuh revisi besar",1,Kurang Harmonis
866,Triangle Pase,2026,Januari,Partisipasi,Sosialisasi Lingkungan,Koordinasi program lingkungan sangat baik,3,Harmonis
867,Triangle Pase,2026,Januari,Rapat,MCM (Monthly Coordination Meeting),Tidak hadir tanpa konfirmasi/berhalangan,1,Kurang Harmonis
868,Triangle Pase,2026,Januari,Rapat,Technical Review Meeting,Data teknis tidak siap saat pemaparan,1,Kurang Harmonis
869,Zaratex N.V.,2026,Januari,Komunikasi,Email Klarifikasi Teknis,Dibalas dalam 2-3 hari kerja,2,Harmonis
870,Zaratex N.V.,2026,Januari,Komunikasi,Surat Korespondensi Resmi,Tanggapan diterima sesuai durasi standar,2,Harmonis
871,Zaratex N.V.,2026,Januari,Laporan,Laporan Produksi Harian (Daily),Keterlambatan submit > 24 jam,1,Kurang Harmonis
872,Zaratex N.V.,2026,Januari,Laporan,FQR (Financial Quarterly Report),"Lampiran tidak lengkap, butuh revisi besar",1,Kurang Harmonis
873,Zaratex N.V.,2026,Januari,Partisipasi,Program Magang Lokal,Belum membuka kuota magang lokal / tidak kooperatif,1,Kurang Harmonis
874,Zaratex N.V.,2026,Januari,Rapat,MCM (Monthly Coordination Meeting),"Hadir diwakili staf teknis, cukup kooperatif",2,Harmonis
875,Zaratex N.V.,2026,Januari,Rapat,Technical Review Meeting,Pemaparan data teknis sangat akurat & solutif,3,Harmonis
876,Conrad Asia Energy,2026,Februari,Komunikasi,Email Klarifikasi Teknis,Respon sangat cepat (< 24 jam),3,Harmonis
877,Conrad Asia Energy,2026,Februari,Komunikasi,Surat Korespondensi Resmi,Administrasi rapi & tindak lanjut cepat,3,Harmonis
878,Conrad Asia Energy,2026,Februari,Laporan,Laporan Produksi Harian (Daily),Submit via portal tepat waktu & data sinkron,3,Harmonis
879,Conrad Asia Energy,2026,Februari,Laporan,FQR (Financial Quarterly Report),"Dokumen lengkap, lampiran sesuai regulasi",3,Harmonis
880,Conrad Asia Energy,2026,Februari,Partisipasi,Knowledge Sharing Session,Memberikan edukasi K3LL kepada tim teknis BPMA,3,Harmonis
881,Conrad Asia Energy,2026,Februari,Rapat,MCM (Monthly Coordination Meeting),"Dihadiri GM/Manager, proaktif dalam diskusi",3,Harmonis
882,Conrad Asia Energy,2026,Februari,Rapat,Technical Review Meeting,Pemaparan data teknis sangat akurat & solutif,3,Harmonis
883,PT Medco E&P Malaka,2026,Februari,Komunikasi,Email Klarifikasi Teknis,Respon sangat cepat (< 24 jam),3,Harmonis
884,PT Medco E&P Malaka,2026,Februari,Komunikasi,Surat Korespondensi Resmi,Administrasi rapi & tindak lanjut cepat,3,Harmonis
885,PT Medco E&P Malaka,2026,Februari,Laporan,Laporan Produksi Harian (Daily),Submit via portal tepat waktu & data sinkron,3,Harmonis
886,PT Medco E&P Malaka,2026,Februari,Laporan,FQR (Financial Quarterly Report),"Dokumen lengkap, lampiran sesuai regulasi",3,Harmonis
887,PT Medco E&P Malaka,2026,Februari,Partisipasi,Program Pengembangan SDM,Mengadakan sertifikasi gratis untuk teknisi lokal,3,Harmonis
888,PT Medco E&P Malaka,2026,Februari,Rapat,MCM (Monthly Coordination Meeting),"Dihadiri GM/Manager, proaktif dalam diskusi",3,Harmonis
889,PT Medco E&P Malaka,2026,Februari,Rapat,Technical Review Meeting,Pemaparan data teknis sangat akurat & solutif,3,Harmonis
890,PT Pema Global Energi,2026,Februari,Komunikasi,Email Klarifikasi Teknis,Dibalas dalam 2-3 hari kerja,2,Harmonis
891,PT Pema Global Energi,2026,Februari,Komunikasi,Surat Korespondensi Resmi,Sering membutuhkan follow-up berkali-kali,1,Kurang Harmonis
892,PT Pema Global Energi,2026,Februari,Laporan,Laporan Produksi Harian (Daily),"Submit tepat waktu, ada revisi minor",2,Harmonis
893,PT Pema Global Energi,2026,Februari,Laporan,FQR (Financial Quarterly Report),"Dokumen lengkap, lampiran sesuai regulasi",3,Harmonis
894,PT Pema Global Energi,2026,Februari,Partisipasi,Knowledge Sharing Session,Memberikan edukasi K3LL kepada tim teknis BPMA,3,Harmonis
895,PT Pema Global Energi,2026,Februari,Rapat,MCM (Monthly Coordination Meeting),"Dihadiri GM/Manager, proaktif dalam diskusi",3,Harmonis
896,PT Pema Global Energi,2026,Februari,Rapat,Technical Review Meeting,"Pemaparan cukup, ada tindak lanjut tambahan",2,Harmonis
897,Triangle Pase,2026,Februari,Komunikasi,Email Klarifikasi Teknis,Tidak ada balasan setelah 3 hari kerja,1,Kurang Harmonis
898,Triangle Pase,2026,Februari,Komunikasi,Surat Korespondensi Resmi,Tanggapan diterima sesuai durasi standar,2,Harmonis
899,Triangle Pase,2026,Februari,Laporan,Laporan Produksi Harian (Daily),Keterlambatan submit > 24 jam,1,Kurang Harmonis
900,Triangle Pase,2026,Februari,Laporan,FQR (Financial Quarterly Report),"Lampiran tidak lengkap, butuh revisi besar",1,Kurang Harmonis
901,Triangle Pase,2026,Februari,Partisipasi,Forum Kapasitas Nasional,Menjadi narasumber utama & membawa vendor lokal,3,Harmonis
902,Triangle Pase,2026,Februari,Rapat,MCM (Monthly Coordination Meeting),"Hadir diwakili staf teknis, cukup kooperatif",2,Harmonis
903,Triangle Pase,2026,Februari,Rapat,Technical Review Meeting,Data teknis tidak siap saat pemaparan,1,Kurang Harmonis
904,Zaratex N.V.,2026,Februari,Komunikasi,Email Klarifikasi Teknis,Tidak ada balasan setelah 3 hari kerja,1,Kurang Harmonis
905,Zaratex N.V.,2026,Februari,Komunikasi,Surat Korespondensi Resmi,Sering membutuhkan follow-up berkali-kali,1,Kurang Harmonis
906,Zaratex N.V.,2026,Februari,Laporan,Laporan Produksi Harian (Daily),Keterlambatan submit > 24 jam,1,Kurang Harmonis
907,Zaratex N.V.,2026,Februari,Laporan,FQR (Financial Quarterly Report),"Lampiran tidak lengkap, butuh revisi besar",1,Kurang Harmonis
908,Zaratex N.V.,2026,Februari,Partisipasi,Sosialisasi Lingkungan,Koordinasi program lingkungan sangat baik,3,Harmonis
909,Zaratex N.V.,2026,Februari,Rapat,MCM (Monthly Coordination Meeting),Tidak hadir tanpa konfirmasi/berhalangan,1,Kurang Harmonis
910,Zaratex N.V.,2026,Februari,Rapat,Technical Review Meeting,"Pemaparan cukup, ada tindak lanjut tambahan",2,Harmonis
911,Conrad Asia Energy,2026,Maret,Komunikasi,Email Klarifikasi Teknis,Respon sangat cepat (< 24 jam),3,Harmonis
912,Conrad Asia Energy,2026,Maret,Komunikasi,Surat Korespondensi Resmi,Administrasi rapi & tindak lanjut cepat,3,Harmonis
913,Conrad Asia Energy,2026,Maret,Laporan,Laporan Produksi Harian (Daily),Submit via portal tepat waktu & data sinkron,3,Harmonis
914,Conrad Asia Energy,2026,Maret,Laporan,FQR (Financial Quarterly Report),"Dokumen lengkap, lampiran sesuai regulasi",3,Harmonis
915,Conrad Asia Energy,2026,Maret,Partisipasi,Sosialisasi Lingkungan,Koordinasi program lingkungan sangat baik,3,Harmonis
916,Conrad Asia Energy,2026,Maret,Rapat,MCM (Monthly Coordination Meeting),"Hadir diwakili staf teknis, cukup kooperatif",2,Harmonis
917,Conrad Asia Energy,2026,Maret,Rapat,Technical Review Meeting,Data teknis tidak siap saat pemaparan,1,Kurang Harmonis
918,PT Medco E&P Malaka,2026,Maret,Komunikasi,Email Klarifikasi Teknis,Dibalas dalam 2-3 hari kerja,2,Harmonis
919,PT Medco E&P Malaka,2026,Maret,Komunikasi,Surat Korespondensi Resmi,Administrasi rapi & tindak lanjut cepat,3,Harmonis
920,PT Medco E&P Malaka,2026,Maret,Laporan,Laporan Produksi Harian (Daily),Submit via portal tepat waktu & data sinkron,3,Harmonis
921,PT Medco E&P Malaka,2026,Maret,Laporan,FQR (Financial Quarterly Report),Laporan diterima dengan catatan kecil,2,Harmonis
922,PT Medco E&P Malaka,2026,Maret,Partisipasi,Forum Kapasitas Nasional,Menjadi narasumber utama & membawa vendor lokal,3,Harmonis
923,PT Medco E&P Malaka,2026,Maret,Rapat,MCM (Monthly Coordination Meeting),"Dihadiri GM/Manager, proaktif dalam diskusi",3,Harmonis
924,PT Medco E&P Malaka,2026,Maret,Rapat,Technical Review Meeting,"Pemaparan cukup, ada tindak lanjut tambahan",2,Harmonis
925,PT Pema Global Energi,2026,Maret,Komunikasi,Email Klarifikasi Teknis,Respon sangat cepat (< 24 jam),3,Harmonis
926,PT Pema Global Energi,2026,Maret,Komunikasi,Surat Korespondensi Resmi,Sering membutuhkan follow-up berkali-kali,1,Kurang Harmonis
927,PT Pema Global Energi,2026,Maret,Laporan,Laporan Produksi Harian (Daily),"Submit tepat waktu, ada revisi minor",2,Harmonis
928,PT Pema Global Energi,2026,Maret,Laporan,FQR (Financial Quarterly Report),"Lampiran tidak lengkap, butuh revisi besar",1,Kurang Harmonis
929,PT Pema Global Energi,2026,Maret,Partisipasi,Program Magang Lokal,Penyerapan tenaga kerja magang dari univ lokal,3,Harmonis
930,PT Pema Global Energi,2026,Maret,Rapat,MCM (Monthly Coordination Meeting),"Dihadiri GM/Manager, proaktif dalam diskusi",3,Harmonis
931,PT Pema Global Energi,2026,Maret,Rapat,Technical Review Meeting,"Pemaparan cukup, ada tindak lanjut tambahan",2,Harmonis
932,Triangle Pase,2026,Maret,Komunikasi,Email Klarifikasi Teknis,Tidak ada balasan setelah 3 hari kerja,1,Kurang Harmonis
933,Triangle Pase,2026,Maret,Komunikasi,Surat Korespondensi Resmi,Sering membutuhkan follow-up berkali-kali,1,Kurang Harmonis
934,Triangle Pase,2026,Maret,Laporan,Laporan Produksi Harian (Daily),Keterlambatan submit > 24 jam,1,Kurang Harmonis
935,Triangle Pase,2026,Maret,Laporan,FQR (Financial Quarterly Report),"Lampiran tidak lengkap, butuh revisi besar",1,Kurang Harmonis
936,Triangle Pase,2026,Maret,Partisipasi,Workshop Teknis Migas,Proaktif berbagi studi kasus pengeboran,3,Harmonis
937,Triangle Pase,2026,Maret,Rapat,MCM (Monthly Coordination Meeting),Tidak hadir tanpa konfirmasi/berhalangan,1,Kurang Harmonis
938,Triangle Pase,2026,Maret,Rapat,Technical Review Meeting,Data teknis tidak siap saat pemaparan,1,Kurang Harmonis
939,Zaratex N.V.,2026,Maret,Komunikasi,Email Klarifikasi Teknis,Dibalas dalam 2-3 hari kerja,2,Harmonis
940,Zaratex N.V.,2026,Maret,Komunikasi,Surat Korespondensi Resmi,Sering membutuhkan follow-up berkali-kali,1,Kurang Harmonis
941,Zaratex N.V.,2026,Maret,Laporan,Laporan Produksi Harian (Daily),"Submit tepat waktu, ada revisi minor",2,Harmonis
942,Zaratex N.V.,2026,Maret,Laporan,FQR (Financial Quarterly Report),Laporan diterima dengan catatan kecil,2,Harmonis
943,Zaratex N.V.,2026,Maret,Partisipasi,Program Magang Lokal,Belum membuka kuota magang lokal / tidak kooperatif,1,Kurang Harmonis
944,Zaratex N.V.,2026,Maret,Rapat,MCM (Monthly Coordination Meeting),"Hadir diwakili staf teknis, cukup kooperatif",2,Harmonis
945,Zaratex N.V.,2026,Maret,Rapat,Technical Review Meeting,"Pemaparan cukup, ada tindak lanjut tambahan",2,Harmonis
946,Conrad Asia Energy,2026,April,Komunikasi,Email Klarifikasi Teknis,Respon sangat cepat (< 24 jam),3,Harmonis
947,Conrad Asia Energy,2026,April,Komunikasi,Surat Korespondensi Resmi,Administrasi rapi & tindak lanjut cepat,3,Harmonis
948,Conrad Asia Energy,2026,April,Laporan,Laporan Produksi Harian (Daily),Submit via portal tepat waktu & data sinkron,3,Harmonis
949,Conrad Asia Energy,2026,April,Laporan,FQR (Financial Quarterly Report),"Dokumen lengkap, lampiran sesuai regulasi",3,Harmonis
950,Conrad Asia Energy,2026,April,Partisipasi,Workshop Teknis Migas,Proaktif berbagi studi kasus pengeboran,3,Harmonis
951,Conrad Asia Energy,2026,April,Rapat,MCM (Monthly Coordination Meeting),Tidak hadir tanpa konfirmasi/berhalangan,1,Kurang Harmonis
952,Conrad Asia Energy,2026,April,Rapat,Technical Review Meeting,"Pemaparan cukup, ada tindak lanjut tambahan",2,Harmonis
953,PT Medco E&P Malaka,2026,April,Komunikasi,Email Klarifikasi Teknis,Dibalas dalam 2-3 hari kerja,2,Harmonis
954,PT Medco E&P Malaka,2026,April,Komunikasi,Surat Korespondensi Resmi,Tanggapan diterima sesuai durasi standar,2,Harmonis
955,PT Medco E&P Malaka,2026,April,Laporan,Laporan Produksi Harian (Daily),Submit via portal tepat waktu & data sinkron,3,Harmonis
956,PT Medco E&P Malaka,2026,April,Laporan,FQR (Financial Quarterly Report),"Lampiran tidak lengkap, butuh revisi besar",1,Kurang Harmonis
957,PT Medco E&P Malaka,2026,April,Partisipasi,Program Magang Lokal,Penyerapan tenaga kerja magang dari univ lokal,3,Harmonis
958,PT Medco E&P Malaka,2026,April,Rapat,MCM (Monthly Coordination Meeting),"Dihadiri GM/Manager, proaktif dalam diskusi",3,Harmonis
959,PT Medco E&P Malaka,2026,April,Rapat,Technical Review Meeting,"Pemaparan cukup, ada tindak lanjut tambahan",2,Harmonis
960,PT Pema Global Energi,2026,April,Komunikasi,Email Klarifikasi Teknis,Dibalas dalam 2-3 hari kerja,2,Harmonis
961,PT Pema Global Energi,2026,April,Komunikasi,Surat Korespondensi Resmi,Tanggapan diterima sesuai durasi standar,2,Harmonis
962,PT Pema Global Energi,2026,April,Laporan,Laporan Produksi Harian (Daily),Submit via portal tepat waktu & data sinkron,3,Harmonis
963,PT Pema Global Energi,2026,April,Laporan,FQR (Financial Quarterly Report),"Dokumen lengkap, lampiran sesuai regulasi",3,Harmonis
964,PT Pema Global Energi,2026,April,Partisipasi,Kegiatan CSR Bersama,Koordinasi program pemberdayaan masyarakat sangat baik,3,Harmonis
965,PT Pema Global Energi,2026,April,Rapat,MCM (Monthly Coordination Meeting),"Dihadiri GM/Manager, proaktif dalam diskusi",3,Harmonis
966,PT Pema Global Energi,2026,April,Rapat,Technical Review Meeting,"Pemaparan cukup, ada tindak lanjut tambahan",2,Harmonis
967,Triangle Pase,2026,April,Komunikasi,Email Klarifikasi Teknis,Tidak ada balasan setelah 3 hari kerja,1,Kurang Harmonis
968,Triangle Pase,2026,April,Komunikasi,Surat Korespondensi Resmi,Sering membutuhkan follow-up berkali-kali,1,Kurang Harmonis
969,Triangle Pase,2026,April,Laporan,Laporan Produksi Harian (Daily),Keterlambatan submit > 24 jam,1,Kurang Harmonis
970,Triangle Pase,2026,April,Laporan,FQR (Financial Quarterly Report),"Lampiran tidak lengkap, butuh revisi besar",1,Kurang Harmonis
971,Triangle Pase,2026,April,Partisipasi,Forum Vendor Lokal,Hadir namun kontribusi data vendor masih minim,2,Harmonis
972,Triangle Pase,2026,April,Rapat,MCM (Monthly Coordination Meeting),Tidak hadir tanpa konfirmasi/berhalangan,1,Kurang Harmonis
973,Triangle Pase,2026,April,Rapat,Technical Review Meeting,Data teknis tidak siap saat pemaparan,1,Kurang Harmonis
974,Zaratex N.V.,2026,April,Komunikasi,Email Klarifikasi Teknis,Respon sangat cepat (< 24 jam),3,Harmonis
975,Zaratex N.V.,2026,April,Komunikasi,Surat Korespondensi Resmi,Sering membutuhkan follow-up berkali-kali,1,Kurang Harmonis
976,Zaratex N.V.,2026,April,Laporan,Laporan Produksi Harian (Daily),Keterlambatan submit > 24 jam,1,Kurang Harmonis
977,Zaratex N.V.,2026,April,Laporan,FQR (Financial Quarterly Report),Laporan diterima dengan catatan kecil,2,Harmonis
978,Zaratex N.V.,2026,April,Partisipasi,Program Magang Lokal,Belum membuka kuota magang lokal / tidak kooperatif,1,Kurang Harmonis
979,Zaratex N.V.,2026,April,Rapat,MCM (Monthly Coordination Meeting),"Dihadiri GM/Manager, proaktif dalam diskusi",3,Harmonis
980,Zaratex N.V.,2026,April,Rapat,Technical Review Meeting,"Pemaparan cukup, ada tindak lanjut tambahan",2,Harmonis
